Price ID,Product ID,Product Name,Product Statement Descriptor,Product Tax Code,Description,Created (UTC),Amount,Currency,Interval,Interval Count,Usage Type,Aggregate Usage,Billing Scheme,Trial Period Days,Tax Behavior
price_1T62ni5mku4rFJVXBuPX2ZCl,prod_U4BAF8DNlKwHH5,FSA elite sales training,,,,2026-03-01 05:44,20.99,usd,,,,,per_unit,,exclusive
